kernel_weights
-0.439450
0.354431
0.133919
0.133919

pooling_output
normal,,,,abnormal,,,
feature1,feature2,feature3,feature4,feature1,feature2,feature3,feature4
0.006557,0.019004,0.032872,0.033944,0.022001,0.016370,0.031528,0.022821

normal,abnormal
-0.090791,-0.143455
-0.110604,-0.189188
0.029445,-0.172632
0.141866,-0.155973
0.294534,-0.244284
0.359095,-0.190736
0.311958,-0.133931
0.186960,-0.250594
-0.064787,-0.142673
-0.263709,-0.145105
-0.499926,-0.110545
-0.456769,-0.007386
-0.290017,-0.069574
-0.073553,-0.046606
0.021587,-0.182980
0.116830,-0.057779
0.135036,-0.063264
0.039011,-0.042829
-0.026332,-0.050848
-0.017692,0.068970
-0.014639,-0.021570
0.050806,-0.046868
0.008329,0.021630
-0.057116,0.039011
0.022454,-0.026332
-0.005897,-0.026332
-0.014537,-0.031919
-0.023177,0.019299
-0.037404,0.022454
-0.009052,0.014436
-0.003466,0.088520
-0.046044,0.074497
-0.023279,-0.070518
0.059446,0.014537
-0.005897,0.028764
0.016969,-0.005174
-0.057116,0.031817
0.036681,0.051630
-0.057116,-0.027939
0.013814,-0.019401
0.002743,0.091675
-0.020124,0.057839
0.068187,0.038127
-0.085467,0.046767
0.028041,0.052353
-0.057116,0.015362
0.025507,-0.030371
0.053961,0.057839
0.002844,0.023900
-0.094107,0.089345
0.005174,0.032642
-0.028764,0.018415
0.025507,0.078273
0.071240,0.032642
0.028764,0.038228
-0.039734,-0.041443
-0.011382,0.066479
-0.048476,0.052353
0.045321,0.001135
-0.025609,0.020847
0.002743,0.020847
0.016969,0.015260
-0.051529,0.083758
-0.014537,0.069633
-0.034351,0.046868
0.082312,-0.018576
-0.028662,0.029487
-0.042889,0.052353
-0.034351,0.004189
0.090952,0.123905
0.005897,0.072788
0.014537,0.041383
0.031817,-0.038288
0.054684,0.081327
0.040559,0.127060
-0.019299,0.090170
0.026332,-0.020907
0.003466,0.030210
0.074497,0.067201
-0.079157,0.095655
0.023177,-0.009835
0.040457,0.004290
0.060270,-0.004451
-0.013713,0.103572
-0.065032,-0.027216
0.060169,0.038127
0.054684,0.055407
0.040559,0.078273
-0.002020,0.081428
0.017692,0.030210
0.014639,0.104295
-0.059446,-0.006781
-0.008329,0.078375
0.051529,-0.029648
0.046044,0.104193
0.017692,0.098708
0.017692,0.098810
0.000412,-0.038186
0.009052,0.001237
-0.019401,-0.072949
0.114542,0.077550
-0.002020,0.012207
0.046145,-0.002020
-0.070518,0.017692
0.023177,0.031919
0.046044,-0.042166
0.017692,0.020124
0.017692,-0.022454
0.026332,-0.008329
0.026332,0.065755
0.040559,-0.013814
-0.010659,0.020124
0.026332,-0.039734
0.043612,-0.025609
0.066479,0.020022
0.052353,0.042889
-0.016145,0.037404
0.012207,-0.013814
-0.007606,0.020124
0.112110,-0.039734
0.086913,-0.025609
0.072788,0.011382
0.035797,0.042889
0.021570,0.014537
0.049922,0.020124
0.072788,-0.022454
0.012930,0.000311
0.046868,0.083035
-0.018576,0.034972
0.072687,0.049199
0.095553,-0.005073
0.109881,-0.045219
-0.035133,-0.053961
0.049922,-0.014537
0.055508,0.008329
0.012930,-0.054062
0.035695,0.090952
0.083860,0.011484
-0.007403,-0.053961
-0.076003,0.028662
-0.013814,0.042889
0.054684,0.051630
0.038025,-0.082312
0.126337,0.048476
0.029589,-0.050907
-0.044496,0.111387
-0.024886,0.017692
0.086190,0.031919
0.006620,-0.033526
0.063425,0.046044
-0.064931,0.009052
-0.008228,-0.008228
-0.059547,-0.039734
0.111387,-0.034249
0.012106,0.020022
0.091777,0.028662
-0.039011,0.071342
0.017692,-0.068086
0.017692,-0.025609
0.026332,0.002743
0.026332,0.025609
0.057839,-0.016969
-0.002020,0.034249
0.046145,0.014537
-0.070518,-0.002743
0.031817,0.002844
0.063324,-0.085467
0.057839,0.005174
0.020847,-0.014537
0.020847,-0.051630
-0.019299,0.082312
0.023279,-0.048476
-0.065032,0.076827
0.057115,-0.068187
-0.039734,0.050907
-0.011382,-0.079880
-0.039836,-0.051630
0.088520,0.068086
0.049097,0.020022
0.100417,0.048476
-0.007505,-0.039734
